id;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
1907;epices-volees;guerlain;France;unisex;3,58;142;2021.0;coriander, artemisia, lemon, bergamot;clove, cardamom, sage, bulgarian rose;sandalwood, patchouli, benzoin, labdanum;jean-paul guerlain;;warm spicy;aromatic;herbal;woody;citrus
1908;boss-jour-pour-femme;hugo-boss;Germany;women;3,58;1334;2013.0;lime, grapefruit blossom;white flowers, freesia, lily-of-the-valley, honeysuckle;birch, amber;unknown;;white floral;citrus;floral;leather;fresh
1909;l-eau-d-issey-shades-of-kolam;issey-miyake;Japan;women;3,58;59;2020.0;freesia, grapefruit, cardamom;jasmine sambac, may rose, rice basmati;ambergris, cedar;marie salamagne;;floral;white floral;rose;citrus;amber
1910;la-vie-est-belle-glitter;lancome;France;women;3,58;95;2013.0;black currant, pear;iris, jasmine, orange blossom;praline, vanilla, patchouli, tonka bean;unknown;;sweet;fruity;vanilla;white floral;iris
1911;miracle-ultra-pink;lancome;France;women;3,58;60;2004.0;pink pepper, ginger;litchi, jasmine, magnolia, freesia;musk, amber, labdanum;unknown;;floral;musky;soft spicy;white floral;fruity
1912;ananda-tchai;m-micallef;France;women;3,58;239;2017.0;lemon, bergamot;green tea, nutmeg, heliotrope, ylang-ylang, thyme, fern, rose;spices, amber, vanilla, woody notes, white musk, cedar;unknown;;fresh spicy;citrus;aromatic;powdery;vanilla
1913;daisy-paradise-limited-edition-eau-de-toilette;marc-jacobs;USA;women;3,58;101;2022.0;poppy;floral notes, oak;ambroxan;alberto morillas;;floral;woody;amber;fresh spicy;sweet
1914;salvador-by-salvador-dali-2010;salvador-dali;Spain;men;3,58;162;2010.0;pear, ceylon cinnamon, pepper;sandalwood, incense, cedar;vanille, amber, musk;michel almairac;;warm spicy;woody;amber;powdery;cinnamon
1915;t-girl;tommy-hilfiger;USA;women;3,58;207;2001.0;mandarin orange, bergamot;narcissus, lily, rose;vetiver, woodsy notes, musk, amber;annie buzantian;;citrus;woody;green;aromatic;yellow floral
1916;ming-shu-fleur-de-l-aube;yves-rocher;France;women;3,58;647;2006.0;sea notes, pepper;water lily, ylang-ylang;sandalwood, vanilla;unknown;;marine;aquatic;floral;yellow floral;aromatic
1917;bois-de-sauge;yves-rocher;France;men;3,58;189;2020.0;clary sage;guaiac wood;patchouli;sonia constant;;woody;aromatic;soft spicy;patchouli;warm spicy
1918;peach-margarita;zara;Spain;women;3,58;26;2018.0;melon;rose;musk;unknown;;ozonic;aquatic;rose;musky;fresh
1919;marshmallow-addiction;zara;Spain;women;3,58;107;2022.0;fruity notes, sunflower;gourmand accord, vanilla;musk;unknown;;sweet;fruity;vanilla;musky;powdery
1920;zara-av-das-americas-4666-rio-de-janeiro;zara;Spain;women;3,58;33;2015.0;red berries;watermelon;sugar, woody notes;unknown;;sweet;ozonic;fruity;aquatic;vanilla
1921;universal-oud;zara;Spain;unisex;3,58;202;2021.0;black pepper;agarwood (oud);patchouli;jo malone;;oud;fresh spicy;patchouli;warm spicy;woody
1922;001-somewhere-nowhere;zara;Spain;women;3,58;57;2019.0;lemon;magnolia;musk;unknown;;citrus;aromatic;musky;floral;
1923;be-happy-feel-good;oriflame;Sweden;women;3,58;59;2020.0;blood orange, bergamot, black currant;turmeric, magnolia, peony;sandalwood, musk, vanilla;unknown;;citrus;warm spicy;floral;woody;fruity
1924;pop-glam-electric-yellow;oriflame;Sweden;women;3,58;106;2008.0;citruses, orange, black currant;red currant, pepper, lily-of-the-valley;raspberry, vanilla;philippe roques;;citrus;fruity;fresh;sweet;fresh spicy
1925;vidi;histoires-de-parfums;France;unisex;3,58;115;2012.0;cardamom, cucumber;saffron, cyclamen, rose;immortelle, musk, ambergris, woody notes, vanilla;unknown;;warm spicy;aquatic;ozonic;herbal;musky
1926;i-love-glamour;dzintars;Latvia;women;3,58;26;2011.0;bamboo, calabrian bergamot, water lily;peony, magnolia, jasmine, mate;ginger, galbanum, allspice, ambrette (musk mallow);unknown;;floral;fresh;citrus;woody;rose
1927;sex;desigual;Spain;women;3,58;98;2014.0;red berries, rhubarb, soybean;indian tuberose, jasmine, grapefruit blossom;musk, vanilla, woodsy notes;daphné bugey;;white floral;fruity;tuberose;green;sweet
1928;cerruti-1881-collection;cerruti;Italy;women;3,58;227;2005.0;sicilian mandarin, olive leaf;iris, grapefruit;tuscan cypress, patchouli;rodrigo flores-roux;yann vasnier;woody;citrus;iris;green;patchouli
1929;apollo;axe;Denmark;men;3,58;214;2013.0;quince, clary sage, mandarin orange;lavender, violet leaf, iris, geranium;amber, moss, sandalwood, cashmere wood, vetiver;ann gottlieb;;aromatic;woody;lavender;amber;earthy
1930;play-in-blue-seduction-for-women;antonio-banderas;USA;women;3,58;36;2017.0;black currant, violet leaf, bergamot;watery notes, gardenia, lily-of-the-valley;patchouli, musk, amber;unknown;;fruity;aquatic;white floral;woody;patchouli
1931;mille-feuille;brocard;Russia;women;3,58;33;2022.0;red apple, mirabelle;caramel, vanilla, cinnamon, damask rose;sandalwood;unknown;;fruity;sweet;caramel;vanilla;fresh
1932;forever-classic-never-boring-for-him;mexx;Netherlands;men;3,58;38;2018.0;hog plum, grapefruit, blood orange, bergamot, lemon;eucalyptus, rosemary, jasmine;cedar, patchouli, sandalwood, amber;unknown;;citrus;woody;aromatic;fresh spicy;fruity
1933;night-dose;vertus;France;unisex;3,58;76;2015.0;saffron, mirabelle, plum, apple, grapefruit;damask rose, coconut, peach, orris root, heliotrope, lily-of-the-valley, jasmine;sandalwood, musk, amber, oakmoss, patchouli, cedar, tobacco, tonka bean;unknown;;fruity;warm spicy;sweet;woody;powdery
1934;orchidea-della-cina;tesori-d-oriente;Italy;women;3,58;634;;orange, mandarin orange, cassis;orchid, tiare flower, orange blossom, jasmine;musk, sandalwood, vanila, myrrh, praline;unknown;;sweet;white floral;powdery;citrus;floral
1935;al01;biehl-parfumkunstwerke;Germany;unisex;3,58;108;2007.0;galbanum, pineapple, raspberry, peach, black currant, bergamot, basil;narcissus, violet, african orange flower, orchid, freesia, ylang-ylang, jasmine, gardenia, heliotrope, lily-of-the-valley;iris, musk, vetiver, oakmoss, sandalwood, amber;arturetto landi;;fruity;green;sweet;powdery;floral
1936;the-exclusives-warrior;boadicea-the-victorious;UK;men;3,58;36;;amalfi lemon;clove, cassis, coriander, tincture of rose, almond, vanille;tonka bean, patchouli, musk;john stephen;;aromatic;warm spicy;soft spicy;fruity;citrus
1937;la-fantastique;bourjois;France;women;3,58;26;2022.0;pear, pink pepper;rose, jasmine;musk, cashmere wood;juliette karagueuzoglou;;musky;rose;white floral;woody;floral
1938;cafe-south-beach;cafe-parfums;France;women;3,58;81;2007.0;passionfruit, pineapple, orange, grapefruit;raspberry, peony, tiare flower, magnolia, violet;musk, myrtle, vanilla, sandalwood;unknown;;fruity;sweet;citrus;floral;fresh
1939;red-cherry;castelbajac;France;women;3,58;78;2020.0;red berries;cherry;vanilla, praline;karine dubreuil-sereni;;sweet;fruity;vanilla;cherry;fresh
1940;la-nuit-danse;chabaud-maison-de-parfum;France;women;3,58;36;2019.0;bergamot;floral notes, violet, heliotrope, jasmine;rice, vanilla, tonka bean, sandalwood;unknown;;floral;powdery;vanilla;violet;woody
1941;cuba-jungle-snake;cuba-paris;France;women;3,58;170;;angelica, tuberose;rose, jasmine;musk;unknown;;musky;white floral;powdery;rose;amber
1942;enjoy-woman;custo-barcelona;Spain;women;3,58;33;2013.0;mandarin orange, bergamot, ginger, pepper;raspberry, jasmine, apple, litchi, gardenia;woodsy notes, moss, amber;alberto morillas;;citrus;fruity;fresh spicy;white floral;warm spicy
1943;coco;adopt-parfums;France;women;3,58;105;;coconut milk, rum;milk, caramel;vanilla;unknown;;lactonic;coconut;sweet;vanilla;caramel
1944;the-majestic-amber;alexandre-j;France;women;3,58;146;2020.0;peach, grapefruit;davana, rose;toffee, ambroxan, vanilla, patchouli;amelie bourgeois;anne-sophie behaghel;sweet;amber;vanilla;fruity;musky
1945;aramis-always-for-her;aramis;USA;women;3,58;78;2006.0;watercress, mandarin orange;mignonette, hibiscus, magnolia;milk, incense, exotic woods, labdanum;unknown;;lactonic;fresh spicy;floral;green;amber
1946;xxl;daniel-hechter;France;men;3,58;36;1997.0;mint, mandarin orange, violet;sage, lavender, cedar, rose;sandalwood, musk;unknown;;aromatic;woody;powdery;green;citrus
1947;vanicocca;dede-arte-profumata;Italy;unisex;3,58;26;2022.0;apricot, lemon;osmanthus, apricot, vanilla, carrot seeds, coconut;opoponax, amber, benzoin;denise meles;;fruity;powdery;floral;amber;lactonic
1948;dkny-be-delicious-nyc;donna-karan;USA;women;3,58;123;2012.0;cucumber, grapefruit, magnolia;green apple, lily-of-the-valley, rose, tuberose, violet;woodsy notes, amber, sandalwood;maurice roucel;;green;ozonic;aquatic;fruity;fresh
1949;dkny-women-summer-2019;donna-karan;USA;women;3,58;26;2019.0;rhubarb, mandarin orange, black currant, bitter orange;jasmine sambac, freesia, rose, galbanum;cedar, amberwood, musk;unknown;;woody;fruity;citrus;green;aromatic
1950;private;franck-olivier;France;women;3,58;134;2005.0;black currant, melon, dried fruits, red apple, tangerine;lily-of-the-valley, rose, sandalwood, jasmine, clove;sea water, oakmoss, musk;unknown;;fruity;marine;white floral;woody;aromatic
1951;ambassadora;gisada;Switzerland;unisex;3,58;252;2021.0;mandarin orange, pink pepper, blueberry, violet leaf;orange blossom, jasmine, cashmere wood, freesia;vanilla, sugar, musk, sandalwood, vetiver;unknown;;white floral;sweet;citrus;woody;musky
1952;guess-uomo;guess;USA;men;3,58;99;2022.0;cardamom, lavender, grapefruit;sage, saffron, geranium;amber, dark woodsy notes, benzoin;unknown;;amber;warm spicy;aromatic;woody;lavender
1953;haute-couture;hanae-mori;France;women;3,58;300;1998.0;coriander, bergamot, lily-of-the-valley;narcissus, jasmine, tuberose, gardenia, iris;precious woods, musk, sandalwood;unknown;;white floral;aromatic;woody;citrus;green
1954;gryffindor-parfum;house-of-sillage;USA;unisex;3,58;50;2022.0;black currant blossom, tea leaf, black pepper;dahlia, orris, ambroxan;musk, indonesian patchouli leaf, madagascar vanilla;unknown;;floral;musky;powdery;fresh spicy;woody
1955;nejlon-nylon;holynose-parfums;Russia;unisex;3,58;48;2017.0;banana, whiskey;haitian vetiver, white tea;sandalwood, musk, cedar;maria golovina;;woody;whiskey;fruity;sweet;warm spicy
1956;orlando;jardins-d-ecrivains;France;unisex;3,58;125;2013.0;ginger, pink pepper, orange;cloves, amber, patchouli;peru balsam, musk, guaiac wood;anais biguine;;amber;warm spicy;woody;balsamic;musky
1957;john-varvatos-xx-indigo;john-varvatos;USA;men;3,58;166;2021.0;mint, lemon, pink pepper;geranium, cardamom, himalayan poppy;patchouli, vetiver, musk;unknown;;aromatic;fresh spicy;green;warm spicy;citrus
1958;cataliya;maissa-parfums;Lebanon;unisex;3,58;48;2020.0;black currant, plum, lemon, grapefruit;caramel, patchouli, vetiver;vanilla, musk, amber;unknown;;fruity;citrus;woody;aromatic;sweet
1959;dutti-sport;massimo-dutti;Spain;men;3,58;36;1998.0;citruses, mint, red apple, litchi;lavender, african orange flower, geranium, nutmeg, cinnamon, anise;vetiver, virginia cedar, oak moss, rhuburb, musk, french labdanum;ramon monegal;;citrus;aromatic;fresh spicy;green;fresh
1960;colour-me-red;milton-lloyd;UK;women;3,58;31;;freesia, spicy notes, peony, bergamot;red berries, carnation, oakmoss, violet, jasmine;vetiver, orris root, sandalwood, vanilla;unknown;;floral;warm spicy;woody;fruity;fresh
1961;mm;molinard;France;unisex;3,58;31;2022.0;water notes, floral notes;agarwood (oud), cedar, patchouli;vetiver, vanilla, amber;unknown;;woody;aromatic;earthy;vanilla;oud
1962;peau-d-espagne-1872;oriza-l-legrand;France;unisex;3,58;60;2022.0;bergamot, lemon verbena, neroli, rose;carnation, lavender, sandalwood, cloves;birch tar, styrax, benzoin;unknown;;warm spicy;citrus;amber;leather;floral
1963;flowers-of-evil;patrice-martin;France;women;3,58;40;2018.0;tarragon, neroli, bergamot, marigold, lemon, eucalyptus;jasmine, patchouli, oakmoss, sandalwood, violet;vetiver, white musk, ambergris;patrice martin;;aromatic;woody;citrus;white floral;fresh spicy
1964;gs;samy-andraus-fragrances;USA;unisex;3,58;83;2018.0;cognac, tobacco;vanilla, cannabis, smoke;incense, agarwood (oud);unknown;;smoky;vanilla;tobacco;woody;sweet
1965;shine-sun;samy-andraus-fragrances;USA;unisex;3,58;52;2020.0;bergamot, sicilian orange;ambroxan, grapefruit;woody notes;unknown;;citrus;amber;woody;musky;fresh spicy
1966;sotto-la-luna-tuberose;tauer-perfumes;Switzerland;unisex;3,58;201;2015.0;cloves, galbanum, cinnamon, geranium;tuberose, ylang-ylang, jasmine;tuberose, amber, patchouli;andy tauer;;warm spicy;white floral;tuberose;green;aromatic
1967;andy-kaufman-milk-cookies;xyrena;USA;unisex;3,58;55;2015.0;butter, sugar;milk, milk chocolate;vanilla, white musk;killian wells;;lactonic;sweet;vanilla;chocolate;
1968;tiare-flower-beach;ulric-de-varens;France;women;3,58;33;2013.0;tiare flower, coconut milk;tuberose, ylang-ylang;coconut;unknown;;white floral;tuberose;sweet;coconut;yellow floral
1969;speedlife-woman;tom-tailor;Germany;women;3,58;45;2007.0;bergamot, watermelon, apple, peach;jasmine, peony, rose;vetiver, vanilla, sandalwood;unknown;;fruity;citrus;ozonic;aquatic;floral
1970;sapphire-blue;the-house-of-oud;Italy;unisex;3,58;92;2022.0;almond, spices, west indian bay, mandarin orange;orchid, jasmine, tonka bean;vanilla, musk, jasmine;cristian calabro;;vanilla;sweet;powdery;floral;musky
1971;fall-cashmere;skylar;USA;unisex;3,58;309;2021.0;almond, ginger;cinnamon, clove, matcha tea;vanilla, sandalwood, amber, white musk;sarah horowitz;;warm spicy;cinnamon;almond;vanilla;powdery
1972;honeysuckle-dream;skylar;USA;women;3,58;80;2022.0;pear leaf, black currant, bergamot;honeysuckle, lily, orange blossom;cashmere wood, sandalwood, amber;sarah horowitz;;white floral;fruity;woody;;
1973;russian-flowers-exciting;sergio-nero;Russia;women;3,58;43;2019.0;rhubarb, black currant, mandarin orange;violet, rose, geranium;musk, amber, sandalwood;unknown;;rose;aromatic;powdery;violet;fruity
1974;s-t-dupont-essence-pure-ice-pour-femme;s-t-dupont;France;women;3,58;196;2010.0;mandarin orange, watermelon, bergamot;lotus, jasmine, rose;patchouli, amber, rice;anne flipo;;citrus;ozonic;aquatic;floral;patchouli
1975;outstanding-women;s-oliver;Germany;women;3,58;38;2015.0;raspberry, red currant, mandarin orange;peony, freesia, lily-of-the-valley;sandalwood, cedar, vanilla;unknown;;fruity;floral;fresh;sweet;woody
1976;time-to-play-man;puma;Germany;men;3,58;40;2014.0;pineapple, lime, bergamot, lemon;watermelon, basil, galbanum;amber, musk, cedar, labdanum;unknown;;citrus;ozonic;aquatic;fruity;sweet
1977;mystical-misfit;pinrose;USA;women;3,58;65;2019.0;peach;red berries;patchouli;unknown;;fruity;sweet;patchouli;woody;fresh
1978;supreme-star;orlov-paris;France;unisex;3,58;38;2018.0;grapefruit, bergamot, cardamom;vetiver, apple, rhubarb;woody notes, musk;unknown;;citrus;woody;aromatic;fresh spicy;musky
1979;blue-gin;mizensir;Switzerland;unisex;3,58;101;2021.0;cascalone, mandarin orange, cardamom;juniper berries, sichuan pepper;tonka bean, cetalox, iris;alberto morillas;;aromatic;fresh spicy;citrus;woody;aquatic
1980;extreme-story;la-rive;Poland;men;3,58;325;2018.0;bergamot, mountain air, elemi;lavender, cardamom, geranium, violet, rose, peony;amber, vetiver, patchouli, leather;unknown;;aromatic;fresh spicy;warm spicy;lavender;fresh
1981;mr-sharp;la-rive;Poland;men;3,58;60;2019.0;black pepper, white pepper, bergamot;cedar, sage;cacao, amber, tonka bean;unknown;;fresh spicy;warm spicy;cacao;amber;woody
1982;frutto-della-passione;l-erbolario;Italy;women;3,58;231;2010.0;bergamot, rose, ylang-ylang, jasmine, green mandarin;passion flower, passionfruit, pineapple, nectarine, peach, patchouli, neroli, cinnamon, pink grapefruit, apple, hoary stock;oakmoss, cashmere wood, white musk, cedar, iris, vanilla, sandalwood, amber;unknown;;fruity;sweet;floral;tropical;woody
1983;joop-homme-summer-temptation;joop;Germany;men;3,58;36;2007.0;grapefruit, mandarin orange, lemon;mint, apple, lily-of-the-valley;vanilla, tonka bean;unknown;;citrus;vanilla;green;aromatic;fresh
1984;it-s-me-for-him;jacomo;France;men;3,58;40;2011.0;anise, amalfi lemon, grapefruit;tagetes, patchouli, lavender, violet, jasmine;brazilian rosewood, amber, vanille, musk;unknown;;woody;balsamic;sweet;aromatic;citrus
1985;parfum-5-thirsty;fugazzi;Netherlands;unisex;3,58;120;2020.0;bamboo, apple, galbanum, bellflower;fig, jasmine, neroli, rose;cedar, musk, amber;unknown;;woody;fruity;green;white floral;musky
1986;need-a-name;francesca-dell-oro;Italy;unisex;3,58;40;2020.0;lemon, cardamom, grapefruit, mandarin orange;atlas cedar, black pepper, green leaves, jasmine sambac;amber, musk, vanilla;unknown;;citrus;woody;fresh spicy;warm spicy;aromatic
1987;my-shadow-on-the-wall;floraiku;France;unisex;3,58;363;2017.0;violet leaf;mimosa;sandalwood;alienor massenet;;yellow floral;ozonic;powdery;aquatic;woody
1988;initial;flavia;UAE;unisex;3,58;31;;lavender, nutmeg, saffron;woodsy notes;agarwood, patchouli, musk;unknown;;woody;oud;fresh spicy;lavender;warm spicy
1989;tendre-pallida;emmanuel-levain;Switzerland;unisex;3,58;26;;mandarin orange, rose petals;iris, heliotrope, violet, rose;sandalwood, white musk, amber, cedar;emmanuel levain;;powdery;iris;violet;woody;vanilla
1990;fruit-d-amour-turquoise;emanuel-ungaro;France;women;3,58;98;2017.0;sea notes, coconut, grapefruit;tiare flower, orchid, orange blossom;sandalwood, patchouli, vanilla;alienor massenet;emilie bevierre-coppermann;marine;white floral;aromatic;citrus;sweet
1991;sweet-vanilla;dilis-parfum;Turkey;women;3,58;26;2021.0;pineapple, coconut, grapefruit;gardenia, lily-of-the-valley, cyclamen, rose;milk, vanilla, sandalwood, amber, cedar;unknown;;lactonic;vanilla;sweet;coconut;fruity
1992;respect;david-beckham;UK;men;3,58;204;2017.0;grapefruit, pink pepper, watermelon;lavender, basil, cardamom;patchouli, oakmoss, vetiver;unknown;;aromatic;fresh spicy;citrus;lavender;ozonic
1993;shanghai-nicolas-beaulieu;contes-de-parfums;Spain;unisex;3,58;33;2022.0;nashi pear, tea leaf, lemon;chinese peony, jasmine, coconut nectar;ambroxan, sinfonide, vetiver;nicolas beaulieu;;amber;fresh;floral;rose;musky
1994;la-vida;ciclo-cosmeticos;Brazil;women;3,58;55;2016.0;pear, raspberry, cassis;jasmine, orange blossom, iris;vanila, patchouli, praline, tonka bean;unknown;;sweet;vanilla;fruity;white floral;patchouli
1995;celine;celine;France;women;3,58;190;2001.0;pear, red berries, black currant, violet leaf, bergamot;magnolia, freesia, jasmine, iris;sandalwood, vanilla, labdanum, incense, ambergris;christiane plos;jean guichard;fruity;floral;woody;amber;sweet
1996;rock-star;carner-barcelona;Spain;unisex;3,58;233;2021.0;sea salt, bergamot, mandarin orange;mineral notes, lily-of-the-valley, seagrass, jasmine, orange blossom;ambergris, white musk, cedar;unknown;;white floral;marine;salty;citrus;mineral
1997;belle-icone;caline;Germany;women;3,58;26;2023.0;saffron, jasmine;cedar, bitter almond;amber, musk;unknown;;warm spicy;woody;amber;metallic;leather
1998;dangerous-woman;bruno-banani;Germany;women;3,58;925;2013.0;black currant;coconut milk, floral notes;vanilla absolute, heliotrope;unknown;;vanilla;coconut;sweet;powdery;fruity
1999;no-limits-woman;bruno-banani;Germany;women;3,58;74;2016.0;black currant, mandarin orange, tagetes;cacao pod, jasmine sambac, peach blossom;vanilla, raspberry;unknown;;fruity;sweet;vanilla;floral;cacao
2000;off-to-ibiza;brecourt;France;unisex;3,58;92;2015.0;orange, black currant, apple;peony, carrot;raspberry, sandalwood, musk;unknown;;fruity;floral;fresh;citrus;woody
2001;pure-sunshine;body-fantasies;USA;women;3,58;26;2018.0;carambola (star fruit), solar notes, citruses, nectarine;whipped cream, strawberry, jasmine, honeysuckle;musk, vanilla bean, amber;unknown;;fruity;citrus;sweet;fresh;tropical
2002;crepuscule-des-ames;atelier-des-ors;France;unisex;3,58;234;2018.0;clary sage, mandarin orange, cardamom;incense, pimento, hyssop;hyrax, patchouli;unknown;;warm spicy;aromatic;citrus;amber;musky
2003;moonage-daydream;astrophil-stella;Italy;unisex;3,58;71;2020.0;lavender, grapefruit, galbanum, neroli;geranium, black currant, amber, indonesian patchouli leaf;oakmoss, musk, sandalwood, tonka bean;chris maurice;;aromatic;fresh spicy;citrus;lavender;woody
2004;vanilla-era;boy-smells;USA;unisex;3,58;98;2023.0;black pepper, saffron, tulip, olibanum;cashmere wood, iso e super, beetroot;vanilla absolute, papyrus, black amber;unknown;;woody;amber;vanilla;musky;fresh spicy
2005;eternal-coffee;paris-corner;UAE;unisex;3,58;77;;coffee, milk, caramel;coconut, lactones, heliotrope;musk, sugar, tonka bean, gourmand accord;unknown;;sweet;coffee;lactonic;warm spicy;musky
2006;pacha-ibiza-glam;pacha-ibiza;Spain;women;3,58;36;2013.0;plum, grapefruit, apricot;peony, jasmine;vanilla, benzoin;unknown;;fruity;vanilla;sweet;citrus;floral
2007;mira;al-rehab;Arabia saudi ;women;3,59;64;2017.0;peony, peach blossom;mandarin orange, orange blossom, chinese osmanthus;cedar, vanilla, amber;unknown;;citrus;floral;woody;white floral;fruity
2008;crystal-aura;avon;USA;women;3,59;610;2006.0;carambola (star fruit), aldehydes;osmanthus, rose;musk, orangewood;bruno jovanovic;;fruity;floral;musky;tropical;rose
2009;parisian-chic;avon;USA;women;3,59;503;2014.0;raspberry, pomegranate, italian mandarin;rose, gardenia, jasmine;sandalwood, amber, musk, belambra tree;unknown;;fruity;woody;sweet;white floral;rose
2010;flower-by-cynthia-rowley-edp;avon;USA;women;3,59;671;2008.0;violet leaf, citruses;lily, freesia, floral notes, jasmine, water lily;sandalwood, vanilla, musk, cashmere wood;frank voelkl;richard herpin;floral;white floral;woody;soft spicy;musky
2011;incandessence;avon;USA;women;3,59;4307;2000.0;orchid, lily-of-the-valley, cyclamen;tulip, peony;orchid;givaudan;;floral;fresh;;;
2012;scent-essence-blooming-lotus;avon;USA;women;3,59;83;2015.0;freesia;lotus;musk;unknown;;floral;musky;aquatic;ozonic;powdery
2013;mademoiselle-l-eau-tre-s-florale;azzaro;France;women;3,59;195;2018.0;quince, rhubarb;green leaves, tea rose;lily-of-the-valley, white musk, ambrette (musk mallow);karine dubreuil-sereni;;green;fruity;sweet;floral;musky
2014;nuit-de-sable;bdk-parfums;France;unisex;3,59;501;2019.0;nutmeg, sandalwood, guatemalan cardamom;turkish rose, rose, sand;nutmeg, tonka bean, ambroxan, musk;marie schnirer;;warm spicy;fresh spicy;woody;rose;powdery
2015;ck-one-summer-2017;calvin-klein;USA;unisex;3,59;180;2017.0;cucumber, lime, citron;pepper, white pepper, ginger, saffron;musk, guaiac wood;unknown;;citrus;warm spicy;ozonic;fresh spicy;aquatic
2016;eternity-summer-2015;calvin-klein;USA;women;3,59;101;2015.0;watermelon, mandarin orange, pear;water lily, peony, hyacinth;musk, sandalwood, white amber;unknown;;floral;aquatic;fresh;ozonic;citrus
2017;cool-water;davidoff;Switzerland;women;3,59;8803;1996.0;melon, lotus, lemon, pineapple, quince, calone, lily, black currant;lotus, water lily, lily-of-the-valley, jasmine, honey, hawthorn, rose;musk, vetiver, violet root, raspberry, blackberry, peach, sandalwood, vanilla;pierre bourdon;;fresh;floral;fruity;aquatic;ozonic
2018;k-by-dolce-gabbana;dolce-gabbana;Italy;men;3,59;2991;2019.0;juniper berries, citruses, blood orange, sicilian lemon;pimento, lavender, clary sage, geranium;vetiver, cedar, patchouli;daphné bugey;nathalie lorson;aromatic;citrus;woody;fresh spicy;warm spicy
2019;beautiful-magnolia;estee-lauder;France;women;3,59;810;2021.0;magnolia petals, lotus, mate;magnolia, gardenia, turkish rose, solar notes;musk, sandalwood, cedar;anne flipo;laurent le guernec;floral;musky;white floral;woody;aquatic
2020;opus-xv-king-blue;amouage;Oman;unisex;3,59;414;2023.0;black currant, mandarin orange, pink pepper;frankincense, amber;agarwood (oud), leather, oak, patchouli, sandalwood;alexis grugeon;hamid merati-kashani;woody;oud;amber;fruity;leather
2021;macrame;gritti;Italy;women;3,59;159;2018.0;bergamot;rose, cassis;musk, patchouli;luca gritti;;musky;rose;patchouli;woody;aromatic
2022;gucci-bamboo;gucci;Italy;women;3,59;4271;2015.0;bergamot;casablanca lily, ylang-ylang, orange blossom;sandalwood, tahitian vanilla, amber;unknown;;white floral;citrus;woody;yellow floral;sweet
2023;boss-bottled-sport;hugo-boss;Germany;men;3,59;551;2012.0;grapefruit, aldehydes;lavender, cardamom;vetiver;calice becker;;aromatic;citrus;aldehydic;lavender;fresh spicy
2024;urban-hero;jimmy-choo;UK;men;3,59;430;2019.0;black pepper, finger lime;palisander rosewood, vetiver;leather, ambergris;unknown;;amber;leather;animalic;woody;fresh spicy
2025;flower-ikebana-mimosa;kenzo;France;women;3,59;106;2024.0;kumquat;mimosa absolute, sesame;hinoki wood;unknown;;yellow floral;powdery;aromatic;floral;woody
2026;aura-loewe-magnetica;loewe;Spain;women;3,59;309;2013.0;pink pepper, mandarin orange, bergamot;jasmine sambac, rose oil;musk, leather, bourbon vanilla, australian sandalwood, siam benzoin, patchouli;unknown;;musky;citrus;powdery;leather;woody
2027;red-planet;m-micallef;France;unisex;3,59;29;2022.0;jasmine;praline, rose;oakmoss, amber;unknown;;sweet;lactonic;mossy;white floral;nutty
2028;daisy-spring;marc-jacobs;USA;women;3,59;78;2020.0;rose;palisander rosewood;cardamom;alberto morillas;;rose;warm spicy;woody;amber;floral
2029;secret-eau-de-toilette;mugler;France;women;3,59;134;2018.0;red currant, kumquat;violet leaf, rose petals;white musk, cedar;unknown;;musky;ozonic;fruity;rose;powdery
2030;no-gender;natura;Brazil;unisex;3,59;34;2018.0;pomelo, green notes, lemon, bergamot, mandarin orange, nutmeg, orange;lavender, ginger, jasmine, cardamom;cedar, sandalwood, patchouli, tonka bean;verônica kato;;citrus;woody;fresh spicy;warm spicy;aromatic
2031;toxic-pink;natura;Brazil;women;3,59;100;2017.0;pink pepper, bergamot, mandarin orange;rose, jasmine, lily-of-the-valley;musk, amber, cherry liqueur;sonia constant;verônica kato;cherry;sweet;musky;white floral;rose
2032;kaiak;natura;Brazil;men;3,59;925;1996.0;bergamot, amalfi lemon, cassis, galbanum;african orange flower, geranium, jasmine, lily-of-the-valley, transparent woods;oak moss, musk, amber, sandalwood;eurico mazzini;;citrus;aromatic;white floral;green;fresh spicy
2033;nina-rose;nina-ricci;France;women;3,59;591;2020.0;lemon, bergamot, pear;orange blossom, neroli, jasmine;musk, cedar;olivier cresp;;citrus;white floral;fresh;sweet;aromatic
2034;hesperide-colognise;nishane;Turkey;unisex;3,59;29;2023.0;bergamot, orange, lime;cashmere wood, orris, cedarwood, jasmine;moss, vetiver, musk, ambergris;olaf larsen;;citrus;woody;earthy;musky;aromatic
2035;glamour-midnight;o-boticario;Brazil;women;3,59;272;2023.0;plum, dates, almond;exotic spices, benzoin, cacao, black orchid;amber, peru balsam, patchouli, milk;unknown;;amber;warm spicy;sweet;fruity;balsamic
2036;catherine;rasasi;UAE;women;3,59;447;;aldehydes, water hyacinth, green notes, galbanum, bergamot, amalfi lemon;iris, rose, lily-of-the-valley, jasmine;oak moss, musk, virginia cedar, sandalwood;unknown;;green;aldehydic;floral;fresh;woody
