id;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
82151;ylang d'or;Il Profvmo;;unisex;4,0;4;2023;Citruses and Orange Blossom;Ylang-Ylang, Violet, Fruity Notes, Rose and Green Accord;Honey, Cedar, Sandalwood, Patchouli, Amber and Tonka Bean;Michele Marin;;yellow floral;sweet;woody;citrus;powdery
82152;multiflor line blanche jacinthe;Il Profvmo;;women;3,71;41;2008;Water Hyacinth;Jasmine and African Orange Flower;Galbanum, Musk and Amber;;;floral;white floral;green;aquatic;ozonic
82153;multiflor line coquelicot;Il Profvmo;;women;3,88;16;2008;;;;;;;;;;
82154;multiflor line songe de tulipe;Il Profvmo;;women;3,91;88;2008;;;;;;floral;soft spicy;green;;
82155;ambre d or;Il Profvmo;;unisex;4,05;199;2004;Datura, Peach and Tangerine;Honey, Opium, Spices and Iris;Ambergris, Myrrh, Patchouli, Ambrette (Musk Mallow) and Palisander Rosewood;Silvana Casoli;;amber;sweet;balsamic;floral;honey
82156;ambre nocturne;Il Profvmo;;unisex;4,3;10;2021;;;;;;amber;floral;patchouli;woody;warm spicy
82157;osmo scents brise de lavande;Il Profvmo;;unisex;3,67;18;;Sea water and Green Notes;Lavender, Lemon Verbena and Coriander;Woody Notes;Silvana Casoli;;aromatic;lavender;citrus;herbal;marine
82158;osmo scents cannabis;Il Profvmo;;unisex;3,52;130;2011;;;;;;floral;amber;cannabis;aromatic;herbal
82159;osmo scents citron sauvage;Il Profvmo;;unisex;3,45;31;;Citruses;Floral Notes and Spices;Star Anise and Honey;;;citrus;floral;fresh;anis;soft spicy
82160;osmo scents encens epice;Il Profvmo;;men;3,29;75;;Resin;Spicy Notes and Tobacco;Olibanum and Woodsy Notes;;;amber;woody;warm spicy;balsamic;fresh spicy
82161;osmo scents gardenia royal;Il Profvmo;;women;4,14;100;;;;;;;white floral;floral;fresh;lactonic;animalic
82162;osmo scents mandarine;Il Profvmo;;women;3,65;91;;Mandarin Orange;Orange and Heliotrope;Citruses and Woodsy Notes;Silvana Casoli;;citrus;;;;
82163;osmo scents musc bleu;Il Profvmo;;women;4,01;149;;Cyclamen;Geranium and Ylang-Ylang;Musk and Woodsy Notes;Silvana Casoli;;musky;woody;floral;powdery;fresh spicy
82164;osmo scents nymphea;Il Profvmo;;women;3,99;142;;;;;;;floral;aquatic;woody;sweet;fruity
82165;osmo scents palmerose;Il Profvmo;;women;3,33;21;;Floral Notes;Rose, Tiare Flower and White Honey;;Silvana Casoli;;rose;floral;white floral;honey;sweet
82166;osmo scents patchouli noir;Il Profvmo;;unisex;4,2;169;;Floral Notes;Patchouli;Resin and Woodsy Notes;Silvana Casoli;;woody;patchouli;amber;balsamic;floral
82167;osmo scents vanille bourbon;Il Profvmo;;women;4,21;283;;Lemon Blossom;Heliotrope, Orchid and Tiare Flower;Vanilla, Palisander Rosewood and Ambergris;Silvana Casoli;;vanilla;powdery;sweet;white floral;amber
82168;osmo scents vetiver de java;Il Profvmo;;men;4,16;43;;Citruses;Vetiver;Woody Notes;Silvana Casoli;;woody;citrus;aromatic;earthy;fresh
82169;lysander;Il Profvmo;;men;4,05;19;2017;Water Mint, Green Grass and Sage;Violet and Juniper;Vetiver;Silvana Casoli;;aromatic;green;woody;fresh spicy;violet
82170;othello;Il Profvmo;;men;3,74;27;2016;Passionfruit;Incense, Birch, Patchouli and Datura;Honey and Agarwood (Oud);Silvana Casoli;;smoky;woody;leather;amber;patchouli
82171;romeo;Il Profvmo;;men;4,0;17;2018;Lavender and Rosemary;Galbanum and Geranium;Leather, Tobacco, Vetiver, Patchouli and Benzoin;Silvana Casoli;;aromatic;leather;lavender;fresh spicy;tobacco
82172;soliflor line eclair de tubereuse;Il Profvmo;;women;4,29;7;2005;;;;;;tuberose;white floral;animalic;green;
82173;soliflor line rose secrete;Il Profvmo;;women;4,0;4;;;;;;;rose;floral;;;
82174;soliflor line vent de jasmin;Il Profvmo;;women;4,8;5;;;;;;;white floral;;;;
82175;believes in you;IKKS;;men;4,33;3;2013;Mandarin Orange, Grapefruit and Bergamot;Cinnamon and Pepper;White Musk, Cedar and Vanila;Jennifer Riley;;citrus;cinnamon;warm spicy;musky;powdery
82176;ikks baby;IKKS;;unisex;3,0;9;2000;Milk, Lavender and Licorice;Honey, Rose and Magnolia;White Musk, Iris and Sandalwood;;;lactonic;honey;sweet;powdery;iris
82177;ikks burning for you;IKKS;;men;4,0;4;2015;Blackberry, Grapefruit and Sichuan Pepper;Atlas Cedar, Clary Sage and Saffron;Tonka Bean, Sandalwood and Leather;;;vanilla;woody;citrus;sweet;amber
82178;ikks total rock;IKKS;;men;3,4;5;2011;Cardamom, Mandarin Orange and Pepper;Cinnamon, Sweet Notes and Virginia Cedar;Vetiver, Patchouli and Tonka Bean;;;warm spicy;cinnamon;aromatic;sweet;woody
82179;ikks for a kiss;IKKS;;women;4,25;4;2012;Orange and Mandarin Orange;Candy Apple and Peony;White Musk, Cedar and Apple Tree;;;citrus;fruity;sweet;fresh;woody
82180;ikks for a kiss bohemian love;IKKS;;women;;;2020;Red Fruits and Peach;Lily-of-the-Valley, Jasmine and Peony;Amber, Vanilla and Sandalwood;;;white floral;fresh;fruity;floral;powdery
82181;ikks for a kiss glitter;IKKS;;women;;;;Mandarin Orange, Red Fruits and Peach;Lily-of-the-Valley, Peony, Gardenia and Jasmine;Amber, Musk, Vanilla and Sandalwood;;;white floral;fresh;fruity;powdery;floral
82182;ikks for a kiss good vibes;IKKS;;women;;;2022;Bergamot, Grapefruit and Strawberry;Floral Notes, White Flowers and Violet;Cedar, Amber and Musk;;;citrus;powdery;floral;woody;fruity
82183;ikks for a kiss romantic wild;IKKS;;women;;;2018;Red Fruits and Peach;Peony and Jasmine;Vanilla and Sandalwood;;;fruity;floral;fresh;powdery;vanilla
82184;ikks for a kiss urban bloom;IKKS;;women;;;2021;Bergamot, Orange and Mandarin Orange;Sea Salt and Clary Sage;Guaiac Wood, Patchouli and Sandalwood;;;citrus;woody;aromatic;patchouli;warm spicy
82185;ikks little woman;IKKS;;women;3,57;7;2000;Bergamot, Cardamom and Lavender;Violet, Peach and Lily-of-the-Valley;Amber, Jasmine and Tonka Bean;;;fresh spicy;aromatic;violet;powdery;warm spicy
82186;ikks little woman brazil;IKKS;;women;;;2016;Passionfruit, Mint and Bergamot;Mojito, Ylang-Ylang and Benzoin;Sea Notes, Vetiver and Amber;;;green;aromatic;fresh;tropical;citrus
82187;ikks little woman california;IKKS;;women;3,0;1;;Bergamot, Cardamom and Sea Notes;Solar Notes, Ylang-Ylang and Jasmine;Tonka Bean, Benzoin and Musk;;;warm spicy;aromatic;amber;vanilla;yellow floral
82188;ikks little woman endless paradise;IKKS;;women;;;2023;Bergamot, Lemon, Apple and Mandarin Orange;Neroli, Frangipani and Coconut;Ylang Ylang, Solar Notes and Musk;;;citrus;yellow floral;fruity;fresh;fresh spicy
82189;ikks little woman french surfeuse;IKKS;;women;;;2022;Mandarin Orange, Orange and Cassis;Rose, Orange Blossom and Pink Pepper;Vanilla, Cedar and Musk;;;citrus;soft spicy;woody;musky;sweet
82190;ikks little woman peace & love;IKKS;;women;;;2020;Apple and Black Currant;Jasmine and Rose;Litchi, Amber and Musk;;;fruity;rose;amber;white floral;fresh
82191;ikks little woman pink malibu;IKKS;;women;;;2018;Apple and Cassis;Rose and Litchi;Musk and Amber;;;fruity;fresh;rose;green;amber
82192;ikks little woman sea & sun;IKKS;;women;;;2021;Mandarin Orange, Lime and Bergamot;Coconut, Peach and Davana;Vanilla, Sandalwood and White Musk;;;citrus;powdery;aromatic;vanilla;sweet
82193;ikks young man;IKKS;;men;3,62;16;2016;Grapes, Black Currant, Basil and Cassis;Lavender, Coriander and Licorice;Sandalwood, White Musk and Cedar;;;aquatic;fruity;fresh;aromatic;woody
82194;ikks young man brazil;IKKS;;men;;;2016;Bergamot, Pineapple and Melon;Sea Notes, Cardamom and Sage;Vanilla, Cedar and Sandalwood;;;aromatic;woody;warm spicy;sweet;fruity
82195;ikks young man california;IKKS;;men;5,0;2;;Apple, Blood Orange, Lime and Pink Grapefruit;Sea Notes, Anise, Cinnamon and Pear;Coconut Milk, Cedar and Amberwood;;;citrus;coconut;marine;woody;sweet
82196;ikks young man endless paradise;IKKS;;men;;;2023;Lemon, Mint, Water Notes and Salt;Sage and Immortelle;Cashmere Wood, Musk and Salicylic Acid;;;aromatic;musky;herbal;aquatic;citrus
82197;ikks young man french surfeur;IKKS;;men;4,5;2;2022;Bergamot, Grapefruit and Lime;Star Anise, Green Apple and Cardamom;Amber, Sandalwood and White Musk;;;citrus;powdery;warm spicy;woody;aromatic
82198;ikks young man green arizona;IKKS;;men;5,0;1;2018;Citron and Bergamot;Apple and Ginger;Musk and Sandalwood;;;citrus;warm spicy;woody;powdery;musky
82199;ikks young man peace & love;IKKS;;men;4,0;1;2020;Bergamot, Apple and Melon;Sea Notes and Lavender;Amber and Musk;;;aromatic;fruity;aquatic;citrus;amber
82200;ikks young man sea & sun;IKKS;;men;;;2021;Rosemary, Grapefruit and Mandarin Orange;Mint, Lavender, Cashmere Wood and Sea Notes;Cedar, Amber and Musk;;;aromatic;woody;citrus;fresh spicy;musky
82201;private;IKKS;;women;;;2009;Mandarin Orange and Black Currant;White Flowers;Praline and Vanilla;Alexandre Illan;;white floral;sweet;citrus;fruity;vanilla
82202;private only for men;IKKS;;men;4,0;5;2010;Sage, Cardamom, Grapefruit and Bergamot;White Amber, Cashmere Wood, Cypress and Lavender;Tonka Bean, Musk, Vetiver, Cedar and Sandalwood;Alexandre Illan;;aromatic;amber;woody;musky;warm spicy
82203;ikks man;IKKS;;men;5,0;1;2001;Pineapple, Lemon and Mandarin Orange;Jasmine and Lavender;Cedar, White Musk and Amber;;;citrus;fruity;sweet;amber;woody
82204;ikks woman;IKKS;;women;4,3;10;1999;Lemon, Mandarin Orange, Bergamot and Pineapple;Lavender, Violet, Sage and Jasmine;Hay, Cedar, Sandalwood, Oakmoss and Musk;;;green;herbal;fresh spicy;citrus;woody
82205;ame torturée ikiryō;Ikiryo;;unisex;4,31;26;2016;;;;Vincent of Dreamhouse;;amber;vanilla;floral;woody;fresh spicy
82206;continuum ikiryō;Ikiryo;;unisex;4,71;7;2016;;;;Vincent of Dreamhouse;;amber;woody;balsamic;smoky;floral
82207;de mauvais augure ikiryō;Ikiryo;;unisex;3,86;7;2016;;;;Vincent of Dreamhouse;;woody;aromatic;sweet;balsamic;smoky
82208;fugue ikiryō;Ikiryo;;unisex;4,75;4;2017;;;;Vincent of Dreamhouse;;amber;woody;fruity;smoky;warm spicy
82209;lucidité ikiryō;Ikiryo;;unisex;4,3;23;2016;;;;Vincent of Dreamhouse;;amber;sweet;cherry;warm spicy;tobacco
82210;oneirogen ikiryō;Ikiryo;;unisex;4,33;21;2016;;;;Vincent of Dreamhouse;;musky;fruity;woody;sweet;amber
82211;pavor nocturnus ikiryō;Ikiryo;;women;4,2;5;2018;;;;Vincent of Dreamhouse;;amber;white floral;oud;musky;cherry
82212;sad cypress ikiryō;Ikiryo;;unisex;4,33;3;2016;;;;Vincent of Dreamhouse;;woody;aromatic;sweet;floral;amber
82213;sugaring ikiryō;Ikiryo;;unisex;3,67;12;2017;;;;Vincent of Dreamhouse;;amber;warm spicy;powdery;woody;fresh spicy
82214;incubus ikiryō;Ikiryo;;men;4,83;6;2017;;;;Vincent of Dreamhouse;;amber;woody;musky;warm spicy;vanilla
82215;magie sexualle ikiryō;Ikiryo;;unisex;3,67;9;2017;;;;Vincent of Dreamhouse;;amber;vanilla;oud;powdery;woody
82216;succubus ikiryō;Ikiryo;;women;4,83;6;2017;;;;Vincent of Dreamhouse;;fruity;tropical;vanilla;fresh;powdery
82217;desdemona ikiryō;Ikiryo;;unisex;4,6;5;2018;;;;Vincent of Dreamhouse;;sweet;fruity;fresh spicy;musky;powdery
82218;miscegenation ikiryō;Ikiryo;;unisex;4,5;4;2018;;;;Vincent of Dreamhouse;;fruity;sweet;fresh spicy;amber;oud
82219;othello ikiryō;Ikiryo;;unisex;3,67;6;2018;;;;Vincent of Dreamhouse;;cherry;oud;woody;amber;fresh spicy
82220;ghostdance ikiryō;Ikiryo;;unisex;4,17;6;2017;;;;Vincent of Dreamhouse;;sweet;fruity;warm spicy;musky;powdery
82221;pearl ikiryō;Ikiryo;;women;4,5;4;2017;;;;;;woody;floral;patchouli;rose;vanilla
82222;applerum and jasmine ikiryō;Ikiryo;;unisex;4,12;8;2017;;;;Vincent of Dreamhouse;;musky;fruity;white floral;sweet;fresh
82223;blood cherry cordial ikiryō;Ikiryo;;unisex;4,24;34;2017;;;;Vincent of Dreamhouse;;sweet;cherry;chocolate;warm spicy;honey
82224;damn hippie ikiryō;Ikiryo;;men;4,29;14;2017;;;;Vincent of Dreamhouse;;woody;amber;mossy;earthy;powdery
82225;orange sunshine ikiryō;Ikiryo;;men;4,0;13;2017;;;;Vincent of Dreamhouse;;amber;balsamic;floral;warm spicy;woody
82226;vanilla opi-oud ikiryō;Ikiryo;;unisex;4,36;14;2017;;;;Vincent of Dreamhouse;;sweet;vanilla;lactonic;almond;fruity
82227;white rabbit ikiryō;Ikiryo;;women;4,15;13;2017;;;;Vincent of Dreamhouse;;white floral;amber;caramel;sweet;citrus
82228;eidolan ikiryō;Ikiryo;;unisex;4,12;8;2020;;;;Vincent of Dreamhouse;;sweet;woody;coffee;lactonic;tobacco
82229;fête ghede ikiryō;Ikiryo;;unisex;3,67;3;2020;;;;Vincent of Dreamhouse;;sweet;warm spicy;vanilla;patchouli;woody
82230;handsome devil ikiryō;Ikiryo;;unisex;4,0;5;2020;;;;Vincent of Dreamhouse;;woody;floral;musky;lavender;aromatic
82231;la belle dame sans merci ikiryō;Ikiryo;;unisex;4,67;3;2020;;;;Vincent of Dreamhouse;;amber;floral;sweet;cherry;vanilla
82232;ravissiment ikiryō;Ikiryo;;unisex;1,0;1;2020;;;;Vincent of Dreamhouse;;floral;citrus;white floral;tropical;lactonic
82233;banana bread banshee;Hez Parfums;;unisex;4,41;17;2023;Banana and Lemon;Caramel, Cinnamon and Chocolate;Bread, Vanilla, Brown sugar and Sandalwood;Hez Binkowitz;;sweet;caramel;vanilla;warm spicy;powdery
82234;big easy tropical;Hez Parfums;;unisex;4,86;7;2023;Pineapple, Passionfruit and Apricot;Orange Blossom and Coconut;Leather, Blonde Woods and Musk;Hez Binkowitz;;leather;fruity;animalic;sweet;musky
82235;blue bayou;Hez Parfums;;unisex;4,8;5;2023;Pear, Ginger and Basil;Marine notes, Nutmeg, Leather and Ozonic notes;Palo Santo, Clearwood and Musk;Hez Binkowitz;;fresh spicy;woody;aromatic;leather;ozonic
82236;blue dog;Hez Parfums;;unisex;5,0;8;2023;Rosemary, Pink Pepper, Ginger, Bergamot and Grapefruit;Marine notes, Ozonic notes, Lavender, Lily-of-the-Valley, Cardamom and Tonka Bean;Sandalwood, Incense, Vetiver, Patchouli, Ambroxan and Musk;Hez Binkowitz;;aromatic;warm spicy;woody;amber;citrus
82237;bourbon street;Hez Parfums;;unisex;4,8;15;2022;Apple and Cinnamon;Tobacco, Bourbon Whiskey and Tonka Bean;Sandalwood, Cedar and Vanilla Bean;Hez Binkowitz;;woody;warm spicy;vanilla;sweet;powdery
82238;café beignet;Hez Parfums;;unisex;4,5;12;2023;Coffee and Cinnamon;Brown sugar, Iris and Vanila;Chocolate, Sandalwood and Oud;Hez Binkowitz;;warm spicy;sweet;powdery;woody;iris
82239;daiquiri original;Hez Parfums;;unisex;4,25;4;2023;Orange, Blueberry and Orange Blossom;Gin, Rum and Cognac;Mysore Sandalwood and Musk;Hez Binkowitz;;woody;citrus;sweet;musky;white floral
82240;hand grenade;Hez Parfums;;unisex;4,0;7;2023;Melon and Salt;Rum, Gin and Cherry Blossom;Sandalwood, Amyris and Musk;Hez Binkowitz;;woody;aromatic;floral;powdery;musky
82241;hurricane;Hez Parfums;;unisex;4,33;6;2023;Cherry, Orange, Passionfruit and Pineapple;Rum, Cognac, Gin, Lily-of-the-Valley, Orange Blossom and Ozonic notes;Sandalwood, Cedar, Iso E Super and Musk;Hez Binkowitz;;woody;sweet;citrus;cherry;white floral
82242;plum conficture;Hez Parfums;;unisex;4,78;9;2023;Plum, Cinnamon and Nutmeg;Honey and Tobacco;Guaiac Wood, Amberwood and Oud;Hez Binkowitz;;woody;sweet;fresh spicy;fruity;warm spicy
82243;raspberry electrique;Hez Parfums;;unisex;4,17;6;2023;Lemon, Raspberry, Grapefruit and Saffron;Gin, Cherry Blossom and Patchouli;Clearwood, Blonde Woods, Leather and Musk;Hez Binkowitz;;woody;citrus;leather;warm spicy;aromatic
82244;domaine du cap;Herve Gambs Paris;;unisex;3,9;60;2015;;;;;;aromatic;fresh spicy;citrus;herbal;fresh
82245;hotel riviera;Herve Gambs Paris;;unisex;3,82;105;2015;;;;;;citrus;white floral;green;aromatic;ozonic
82246;la baie des anges;Herve Gambs Paris;;unisex;3,86;222;2015;;;;;;vanilla;citrus;aromatic;green;white floral
82247;pink evidence;Herve Gambs Paris;;women;3,79;53;2017;Yuzu and Hawthorn;Jasmine and Ylang-Ylang;Violet and Iris;Herve Gambs;;violet;powdery;floral;iris;citrus
82248;bois dahman;Herve Gambs Paris;;unisex;4,21;141;2015;;;;;;warm spicy;leather;metallic;amber;smoky
82249;infusion noire;Herve Gambs Paris;;unisex;4,04;136;2015;;;;Herve Gambs;;fresh spicy;soft spicy;anis;aromatic;floral
82250;night owl;Herve Gambs Paris;;unisex;4,1;20;2020;;;;;;caramel;woody;sweet;green;fresh
82251;ombre sauvage;Herve Gambs Paris;;unisex;4,08;133;2015;;;;Herve Gambs;;woody;vanilla;aromatic;sweet;earthy
82252;ice land;Herve Gambs Paris;;unisex;3,44;32;2019;Lavender, Black Pepper, Bergamot and Mandarin Orange;Cassis and Geranium;Thyme, Moss, Vetiver and Patchouli;Herve Gambs;;aromatic;fresh spicy;lavender;citrus;herbal
82253;ice lemon;Herve Gambs Paris;;unisex;3,1;20;2019;Ginger, Lemon, Bergamot and Mandarin Orange;Mint, Lemon Leaf, Black Pepper and Cardamom;Moss and Vetiver Root;Herve Gambs;;citrus;aromatic;warm spicy;fresh spicy;green
82254;ice river;Herve Gambs Paris;;unisex;3,28;25;2019;Lemon, Mint and Juniper Berries;Cucumber, Ginger, Galbanum and Lavender;Moss and Cedar;Herve Gambs;;green;ozonic;aquatic;aromatic;mossy
82255;eden palace;Herve Gambs Paris;;unisex;4,22;50;2018;;;;;;aromatic;citrus;fresh spicy;woody;warm spicy
82256;iris royal;Herve Gambs Paris;;unisex;4,19;67;2018;;;;;;amber;iris;powdery;woody;warm spicy
82257;oud plaza;Herve Gambs Paris;;unisex;4,17;35;2018;;;;;;woody;animalic;warm spicy;amber;
82258;tonka majestic;Herve Gambs Paris;;unisex;4,39;76;2019;Ceylon Cinnamon;Tonka Bean and Rum;Labdanum and Indonesian Patchouli Leaf;;;warm spicy;amber;cinnamon;vanilla;rum
82259;coeur couronne;Herve Gambs Paris;;unisex;4,05;170;2013;Rose, Neroli and Jasmine;Artemisia;Caramel and Vanilla;;;herbal;caramel;aromatic;vanilla;white floral
82260;coup de grace;Herve Gambs Paris;;unisex;3,85;120;2013;Damask Rose, Lilac and Violet;Saffron and Vetiver;Sandalwood and Amber;;;rose;woody;floral;warm spicy;powdery
82261;hotel particulier;Herve Gambs Paris;;unisex;4,14;155;2013;Rose and Geranium;Incense, Vanila and Sandalwood;Patchouli and Labdanum;;;woody;amber;warm spicy;balsamic;vanilla
82262;jardin prive;Herve Gambs Paris;;unisex;4,04;89;2013;Grapefruit, Mandarin Orange and Bergamot;Green Tea, Basil and Thyme;Vetiver and Patchouli;;;aromatic;fresh spicy;citrus;green;woody
82263;rouge cardinal;Herve Gambs Paris;;unisex;4,2;236;2013;Geranium, Lavender and Orange Blossom;Incense, Patchouli and Tonka Bean;Incense and Vanila;;;amber;warm spicy;patchouli;balsamic;smoky
82264;black diamond hervé domar;Herve Domar;;unisex;4,5;4;2009;Incense and Labdanum;Patchouli and Sandalwood;Amber, Musk and Vanilla;;;amber;powdery;musky;balsamic;smoky
82265;brown diamond hervé domar;Herve Domar;;unisex;;;2009;Orange and Aldehydes;Patchouli, Labdanum and Sea water;Copahu Balm, Sandalwood and Guaiac Wood;;;woody;amber;patchouli;balsamic;warm spicy
82266;citrine hervé domar;Herve Domar;;unisex;4,0;1;;Lemon, Black Currant, Bergamot and Orange;Jasmine, Raspberry and Green Notes;Musk, Blackberry, Cedar and Sandalwood;;;citrus;fruity;woody;sweet;powdery
82267;emerald hervé domar;Herve Domar;;unisex;;;2009;Coffee and Amaretto;Maple sap and Patchouli;Amber, Cedar, Sandalwood and Musk;;;woody;warm spicy;powdery;fruity;amber
82268;garnet hervé domar;Herve Domar;;unisex;4,0;1;2009;Orange, Mandarin Orange and Green Notes;Jasmine, Hyacinth and Rhubarb;White Woods and Amber;;;citrus;green;woody;sweet;fresh spicy
82269;jade hervé domar;Herve Domar;;unisex;;;2007;Hyacinth, Aldehydes, Freesia, Bergamot and Orange;Lily-of-the-Valley, White Rose, Carnation and Heliotrope;Sandalwood, Tonka Bean, Vetiver and Musk;;;floral;citrus;powdery;woody;aromatic
82270;opale hervé domar;Herve Domar;;unisex;5,0;1;2007;Mandarin Orange and Sea water;Tahitian Vanilla, Birch and Styrax;Labdanum, Benzoin and Leather;;;amber;leather;vanilla;smoky;marine
82271;peridot hervé domar;Herve Domar;;unisex;;;;Orange, Rosemary and Cloves;Laurels, Pepper and Thyme;Patchouli, Oakmoss and Animal notes;;;fresh spicy;aromatic;warm spicy;woody;earthy
82272;ruby hervé domar;Herve Domar;;unisex;4,25;4;2009;Freesia and Coriander;Tuberose, Jasmine and Ylang-Ylang;Musk, Patchouli and Heliotrope;;;white floral;tuberose;floral;animalic;powdery
82273;sapphire hervé domar;Herve Domar;;unisex;;;2009;Italian Lemon and Violet Leaf;Lily, Ylang-Ylang, Freesia and Carnation;Cashmere Wood, Musk and Vetiver;;;floral;woody;white floral;musky;yellow floral
82274;tanzanite hervé domar;Herve Domar;;unisex;4,0;1;2009;Cloves, Black Pepper, Mint and Red Berries;Poppy and Jasmine;Musk and White Woods;;;warm spicy;fresh spicy;musky;powdery;aromatic
82275;teal hervé domar;Herve Domar;;unisex;;;;Cardamom, Grapefruit and Cloves;Iris, Sandalwood and Cedar;Musk, Vetiver and Patchouli;;;woody;warm spicy;powdery;aromatic;earthy
82276;tourmaline hervé domar;Herve Domar;;unisex;;;2009;Bergamot, Orange and Rosemary;Freesia, Sage and Lavender;Cedar, Musk, Tonka Bean, Vetiver and Vanilla;;;aromatic;woody;citrus;fresh spicy;floral
82277;white diamond hervé domar;Herve Domar;;unisex;;;2009;Mandarin Orange, Cardamom and Almond;Rose, Red Rose, Loukhoum and Violet;Guaiac Wood, Sandalwood and Musk;;;woody;powdery;sweet;rose;warm spicy
82278;amulet;Heretic Parfums;;unisex;2,64;11;2016;Mint, Geranium and Cedar;Basil;Vetiver and Black Tea;;;aromatic;fresh spicy;green;woody;herbal
82279;bergamusk;Heretic Parfums;;unisex;3,5;84;2021;Lemon Verbena, Bergamot, Lavender, Lime and Thyme;Jasmine and Cedar;Musk, Ambrettolide and Sandalwood;Douglas Little;;citrus;aromatic;fresh spicy;white floral;lavender
82280;black currant rose;Heretic Parfums;;unisex;4,43;7;2021;Bergamot, Grapefruit and Geranium;Damask Rose and Currant buds;Raspberry;Douglas Little;;fruity;rose;aromatic;citrus;sweet
82281;blood cedar;Heretic Parfums;;unisex;3,56;32;2016;Cedar, Spruce and Incense;Fir and Red Cedar;Vetiver and Oakmoss;;;woody;aromatic;fresh spicy;earthy;
82282;bourbon patchouli;Heretic Parfums;;unisex;3,5;6;2021;;;;Douglas Little;;woody;patchouli;vanilla;earthy;aromatic
82283;coeur noir;Heretic Parfums;;unisex;3,53;15;2016;Benzoin and Black Pepper;Labdanum;Madagascar Vanilla;;;amber;vanilla;warm spicy;fresh spicy;balsamic
82284;dirty amber;Heretic Parfums;;unisex;4,71;7;2023;Bergamot, Frankincense, Juniper, Cardamom, Geranium and Cassis;Amyris, elemi and Labdanum;Amber, Myrrh, Benzoin, Copaiba balm, Tonka Bean, Vanilla, Labdanum, Styrax, Cypress, Patchouli and Guaiac Wood;Douglas Little;;amber;woody;aromatic;balsamic;warm spicy
82285;dirty coconut;Heretic Parfums;;unisex;3,67;175;2021;Vanillin and Cedar;Coconut and CO2 Extracts;Vanilla Absolute, Sandalwood and Ambretone;Douglas Little;;coconut;vanilla;sweet;woody;lactonic
82286;dirty fig;Heretic Parfums;;unisex;3,08;24;2018;Geranium, Grapefruit and Bergamot;Black Currant and Damask Rose;Raspberry;Douglas Little;;fruity;rose;fresh spicy;citrus;aromatic
82287;dirty gardenia;Heretic Parfums;;unisex;4,47;17;2021;Geranium, Green Pepper and Timur;Tiare Flower, Ylang-Ylang and Honeysuckle;Vetiver and Oakmoss;Douglas Little;;white floral;aromatic;yellow floral;fresh spicy;woody
82288;dirty ginger;Heretic Parfums;;unisex;3,81;48;2017;Black Pepper, Lime and Cumin;Ginger, Shiso and Tea;Vetiver and Palo Santo;Douglas Little;;warm spicy;fresh spicy;citrus;aromatic;woody
82289;dirty grapefruit;Heretic Parfums;;unisex;3,86;21;2020;Grapefruit, Orange and Lemon;Geranium and Damask Rose;Vetiver, Tea and Cedar;Douglas Little;;citrus;aromatic;fresh spicy;woody;earthy
82290;dirty grass;Heretic Parfums;;unisex;3,88;60;2020;Lemon Zest and Pink Pepper;Galbanum, Violet Leaf and Coriander;Vetiver;Douglas Little;;aromatic;green;woody;citrus;earthy
82291;dirty hinoki;Heretic Parfums;;unisex;4,25;221;2021;Pine Tree, Cedar, Lemon, Nutmeg and Thyme;Hinoki Wood and Cypress;Fir, elemi, Olibanum, Ambrettolide and Wormwood;Douglas Little;;woody;aromatic;fresh spicy;conifer;amber
82292;dirty jasmine;Heretic Parfums;;unisex;3,76;17;2018;;;;Douglas Little;;white floral;aromatic;fresh spicy;fresh;floral
82293;dirty lavender;Heretic Parfums;;unisex;3,88;33;2020;Lavender, Bitter Orange and Cedar;Lavender, Neroli and cannabis;Vetiver, Palmarosa, Palo Santo, Amyris and Sandalwood;Douglas Little;;woody;aromatic;citrus;lavender;green
82294;dirty lemon;Heretic Parfums;;unisex;3,61;38;2018;Lemon, Bergamot, Lime and Citrus Leaf;Ylang-Ylang, Juniper and Black Pepper;Australian Sandalwood and Patchouli;Douglas Little;;citrus;aromatic;woody;yellow floral;fresh spicy
82295;dirty mango;Heretic Parfums;;unisex;3,66;56;2020;Mandarin Orange and Lemon;Mango and Geranium;Musk and White Woods;Douglas Little;;citrus;tropical;fruity;sweet;aromatic
82296;dirty neroli;Heretic Parfums;;unisex;3,46;13;2017;Bitter Orange, Rosemary and Fennel;Neroli, Orange Blossom and Geranium;Vetiver, Juniper and Benzoin;Douglas Little;;aromatic;citrus;fresh spicy;white floral;woody
82297;dirty peach;Heretic Parfums;;unisex;4,08;53;2023;Grapefruit, Mandarin Orange and Orange Peel;Peach, Cassis, Strawberry, Bitter Orange, Jasmine, Ylang Ylang and Violet Leaf;Vetiver;Douglas Little;;fruity;citrus;sweet;aromatic;green
82298;dirty rose;Heretic Parfums;;unisex;3,74;23;2018;Bergamot and Pink Pepper;Damask Rose, May Rose and Apricot;Woody Notes;Douglas Little;;rose;citrus;fruity;floral;powdery
