id;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
56585;essenza dell'ibisco (italian journey no. 6);DSH Perfumes;unknown;women;4,25;12;0;Boronia, Apricot, Mandarin Orange and Osmanthus;Tuberose, Ylang-Ylang, Jasmine, Orris Root and Rose;Benzoin, Sandalwood, French labdanum, Civetta, Amber, Myrrh and Olibanum;Dawn Spencer Hurwitz;unknown;amber;floral;white floral;woody;fruity
56586;estancia;DSH Perfumes;unknown;unisex;2,86;7;2022;Bergamot and Mate;Leather, Guaiac Wood, Tequila, Agave, Amyris, Hay, Spices, Sweet Grass, Damask Rose, Jasmine and Galbanum;Castoreum, Vetiver, Ambergris, Oakmoss, Cade oil, Coumarin, Indian Patchouli, Olibanum, Peru Balsam and Cedar;Dawn Spencer Hurwitz;unknown;woody;leather;aromatic;smoky;animalic
56587;eucalyptus;DSH Perfumes;unknown;unisex;4,0;2;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;woody;camphor;aromatic;unknown
56588;euphorisme d’opium;DSH Perfumes;unknown;women;4,46;13;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;amber;floral;unknown;unknown
56589;evolution musk;DSH Perfumes;unknown;unisex;4,0;2;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;leather;unknown;unknown;unknown
56590;festive (holiday no.1);DSH Perfumes;unknown;unisex;4,0;7;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;woody;fresh spicy;aromatic;warm spicy
56591;feuilles (leaves);DSH Perfumes;unknown;women;4,44;9;0;Grapefruit, Lavender, Petitgrain and Basil;Rose, Jasmine, Geranium and Lily-of-the-Valley;oak moss, Galbanum, Fern, Vetyver and Patchouli;Dawn Spencer Hurwitz;unknown;aromatic;citrus;rose;fresh spicy;earthy
56592;feuilles vertes (green leaves);DSH Perfumes;unknown;unisex;0;0;0;Lime, Lavender, Bergamot and Basil;Jasmine, Geranium, Pepper and Pine;oak moss, Vetyver, Patchouli, Galbanum and Fern;Dawn Spencer Hurwitz;unknown;aromatic;earthy;woody;citrus;mossy
56593;"fire opal (orange 2; natural)";DSH Perfumes;unknown;unisex;4,17;12;0;Star Anise, Bitter Orange and Coriander;Mandarin Orange, Nutmeg, Blood Orange and Clove;Olibanum and Brazilian Rosewood;Dawn Spencer Hurwitz;unknown;citrus;fresh spicy;soft spicy;anis;amber
56594;firefly;DSH Perfumes;unknown;unisex;4,4;10;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;mossy;earthy;woody;unknown
56595;fleuriste;DSH Perfumes;unknown;unisex;4,25;16;2015;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;floral;green;white floral;aromatic
56596;for the groom;DSH Perfumes;unknown;men;5,0;2;0;Bergamot and Lime;African Orange Flower and Spices;Sandalwood, Amber and Musk;Dawn Spencer Hurwitz;unknown;citrus;powdery;woody;white floral;warm spicy
56597;fou d’opium;DSH Perfumes;unknown;unisex;4,32;19;2015;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;amber;woody;powdery;floral
56598;foxy;DSH Perfumes;unknown;unisex;4,3;47;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;animalic;amber;warm spicy;woody;fresh spicy
56599;french lily;DSH Perfumes;unknown;unisex;4,0;12;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;white floral;fresh;green;musky;animalic
56600;french linden blossom (lime blossom);DSH Perfumes;unknown;unisex;4,67;6;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;yellow floral;sweet;honey;floral;green
56601;gardenia essense;DSH Perfumes;unknown;unisex;4,5;4;2015;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;white floral;lactonic;unknown;unknown;unknown
56602;gekkou hanami;DSH Perfumes;unknown;unisex;4,0;21;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;floral;fresh spicy;fresh;aromatic
56603;gelsomino (jasmine: italian journey no. 5);DSH Perfumes;unknown;unisex;4,75;8;0;Bitter Orange, Bergamot and Violet;Jasmine, Neroli and Dyer’s Greenweed;Sandalwood, Beeswax, Vetiver, Oakmoss, Vanilla, Musk and Amber;Dawn Spencer Hurwitz;unknown;white floral;citrus;woody;powdery;floral
56604;giardini segreti (italian journey no. 3);DSH Perfumes;unknown;women;4,82;11;0;Neroli, Bitter Orange, Honeysuckle, Galbanum and Bergamot;Tuberose, Gardenia, Jasmine, Mimosa, Rose Geranium and Orris Root;Musk, Galbanum, Amber and Ambergris;Dawn Spencer Hurwitz;unknown;white floral;citrus;tuberose;green;fresh spicy
56605;"gingembre (ginger 1; natural)";DSH Perfumes;unknown;unisex;4,25;16;0;Clove, Star Anise, Nutmeg, Paprika, Mandarin Orange and Black Pepper;Ginger, Benzoin, Osmanthus, Jasmine, Beeswax and Rose;Rum, Patchouli, French labdanum, Tolu Balsam, Sandalwood, Oakmoss, Cacao and Ambrette (Musk Mallow);Dawn Spencer Hurwitz;unknown;warm spicy;amber;woody;floral;fresh spicy
56606;green rhubarb and cane sugar;DSH Perfumes;unknown;unisex;4,0;3;2022;Rhubarb, Lemon and Bergamot;Green Accord, Pear, Mimosa, Sugar Cane, Bulgarian Rose, Cabreuva, Tunisian Neroli, Galbanum, Lime and Jasmine;Australian Sandalwood, Ambrette (Musk Mallow), Olibanum and Virginia Cedar;Dawn Spencer Hurwitz;unknown;green;sweet;fruity;woody;aromatic
56607;guimauve de soie;DSH Perfumes;unknown;women;4,12;17;0;Violet Leaf, Anise, Lemon and Bergamot;Parma Violet, Orris Root, Heliotrope, Bitter Almond, Cacao, Bulgarian Rose and Mimosa;Musk, Vanilla, Civet, Moss, Tonka Bean, Ambrette (Musk Mallow) and Australian Sandalwood;Dawn Spencer Hurwitz;unknown;powdery;violet;floral;vanilla;almond
56608;gum tree cabin;DSH Perfumes;unknown;unisex;3,09;11;2020;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;aromatic;fresh spicy;green;camphor
56609;habibi;DSH Perfumes;unknown;unisex;4,0;14;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;white floral;honey;sweet;warm spicy;oud
56610;halfeti;DSH Perfumes;unknown;unisex;4,0;1;2022;Blackberry, Bergamot and Birch Tar;Bulgarian Rose, Rose, Damask Rose, French Rose, Moroccan Rose, Turkish Rose, Cognac, Tobacco, black fig, Cassis, Copaiba balm, Egyptian Pelargonium, Galbanum, Jasmine, Rose Leaf, Incense, Leather, Papyrus and Saffron;Olibanum, Cambodian Oud, Hyrax, Amber, Natural Musk, Indian Patchouli, Ambergris, Atlas Cedar, Australian Sandalwood, Oakmoss, Castoreum, Labdanum, Myrrh, Orris and Vetiver;unknown;unknown;woody;amber;warm spicy;animalic;musky
56611;halloween;DSH Perfumes;unknown;unisex;4,29;7;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;warm spicy;woody;soft spicy;anis
56612;hand of buddha;DSH Perfumes;unknown;unisex;3,0;7;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;fresh;green;unknown;unknown
56613;hanukah cannelle (holiday no.9);DSH Perfumes;unknown;unisex;4,25;12;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;honey;cinnamon;fruity;warm spicy;fresh
56614;hinoki;DSH Perfumes;unknown;unisex;3,75;8;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;aromatic;fresh spicy;unknown;unknown
56615;hippie chic;DSH Perfumes;unknown;unisex;3,83;6;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;coconut;patchouli;warm spicy;sweet;tobacco
56616;il marinaio da capri (the sailor from capri);DSH Perfumes;unknown;unisex;3,76;17;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;white floral;aromatic;woody;green
56617;indochine (ginger 2);DSH Perfumes;unknown;unisex;3,0;7;0;Grapefruit, Mandarin Orange, Bergamot, Basil, Amalfi Lemon, Petitgrain, Lemon Balm and Lime peel;Ylang-Ylang, Jasmine, Ginger, Basil and Brazilian Rosewood;Musk, Sandalwood and Honey;Dawn Spencer Hurwitz;unknown;citrus;fresh spicy;woody;aromatic;sweet
56618;indus;DSH Perfumes;unknown;unisex;4,15;20;2012;Cardamom, Cloves, Black Pepper, Cinnamon and Bergamot;Beeswax, Honey, Black Tea, Ginger and Jasmine;Vanilla, Milk, Amber, Patchouli, Musk and Tolu Balsam;Dawn Spencer Hurwitz;unknown;warm spicy;honey;beeswax;animalic;fresh spicy
56619;inner sanctum;DSH Perfumes;unknown;unisex;4,41;17;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;mossy;oud;rose;smoky
56620;iris tuxedo;DSH Perfumes;unknown;unisex;4,55;11;2020;Plum and Black Currant;Iris, Orris Root and Black Tea;Myrrh, Musk, Ambrette (Musk Mallow) and Oakmoss;Dawn Spencer Hurwitz;unknown;fruity;iris;powdery;earthy;sweet
56621;ivory;DSH Perfumes;unknown;unisex;3,5;2;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;musky;woody;citrus;powdery
56622;jitterbug;DSH Perfumes;unknown;women;4,3;40;0;Pepper, Blackberry, Amalfi Lemon and Bergamot;Clove, Benzoin, Jasmine and Rose;French labdanum, Patchouli, Amber, Olibanum, Incense and Musk;Dawn Spencer Hurwitz;unknown;amber;warm spicy;balsamic;woody;fresh spicy
56623;jitterbug for men;DSH Perfumes;unknown;men;4,25;8;0;Pepper, Bergamot, Amalfi Lemon and Blackberry;Clove, Benzoin, Rose and Jasmine;Patchouli, Olibanum, Amber, Musk, French labdanum and Virginia Cedar;Dawn Spencer Hurwitz;unknown;warm spicy;amber;fresh spicy;woody;patchouli
56624;june bride;DSH Perfumes;unknown;women;4,0;1;0;Bergamot, Amalfi Lemon and Violet;Geranium and Rose;Iris and Sandalwood;Dawn Spencer Hurwitz;unknown;powdery;woody;iris;rose;aromatic
56625;kale;DSH Perfumes;unknown;unisex;4,0;2;2022;Green Leaves, Apple, Pine needles, Bergamot and Lemon;Cypress, Egyptian Pelargonium, Jasmine, Neroli and Rose Petals;Orris Root, Woody Notes, Violet Leaf, Vetiver and Australian Sandalwood;Dawn Spencer Hurwitz;unknown;green;woody;aromatic;citrus;iris
56626;kaleidoscope;DSH Perfumes;unknown;unisex;3,7;10;2016;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;aromatic;unknown;unknown;unknown
56627;l´eau (natural);DSH Perfumes;unknown;women;4,5;4;0;Petitgrain, Bergamot, Amalfi Lemon and Bitter Orange;Neroli, Jasmine and Rose;Sandalwood and Virginia Cedar;Dawn Spencer Hurwitz;unknown;citrus;white floral;woody;fresh;aromatic
56628;l´eau d´iris;DSH Perfumes;unknown;women;3,95;22;0;Iris, Violet and Bergamot;Neroli and Orris Root;Musk, Sandalwood and Benzoin;Dawn Spencer Hurwitz;unknown;powdery;iris;violet;woody;citrus
56629;l'homme;DSH Perfumes;unknown;men;3,6;5;0;Bitter Orange, Bergamot, Coriander and Lime (Linden) Blossom;Neroli, Spices and Jasmine;Amber, Musk, Virginia Cedar and Sandalwood;Dawn Spencer Hurwitz;unknown;citrus;amber;white floral;woody;fresh
56630;l’eau;DSH Perfumes;unknown;unisex;3,83;6;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;fresh;fresh spicy;white floral;green
56631;l’eau d’iris;DSH Perfumes;unknown;unisex;4,2;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;iris;powdery;anis;violet;earthy
56632;la belle saison;DSH Perfumes;unknown;unisex;4,4;5;2016;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;honey;beeswax;anis;soft spicy
56633;la fete nouvelle;DSH Perfumes;unknown;unisex;4,5;14;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;almond;nutty;fruity;sweet;unknown
56634;la plage sea;DSH Perfumes;unknown;women;4,6;5;0;Bergamot, Amalfi Lemon and Petitgrain;Salt, Cucumber and Water Notes;Sea water;Dawn Spencer Hurwitz;unknown;citrus;aquatic;aromatic;marine;salty
56635;la reine des fleurs;DSH Perfumes;unknown;unisex;4,53;15;2014;Peach, Bergamot, Mandarin Orange and Jasmine;Moroccan Rose, Turkish Rose, Orris Root and Rose Geranium;Sandalwood, Patchouli, Vanilla, Tahitian Vanilla, Siam Benzoin, Moss, Peru Balsam, Civet and Tolu Balsam;Dawn Spencer Hurwitz;unknown;rose;woody;powdery;warm spicy;fruity
56636;la rose béatifique;DSH Perfumes;unknown;unisex;4,0;1;2021;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;fruity;sweet;amber;rose;warm spicy
56637;la rose fleurette (rose no. 2);DSH Perfumes;unknown;women;4,5;4;0;Apple Blossom, Bergamot and Violet;Rose and Geranium;Heliotrope, White Honey and Musk;Dawn Spencer Hurwitz;unknown;floral;rose;powdery;fresh spicy;honey
56638;la vie en rose;DSH Perfumes;unknown;women;4,17;6;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;violet;aldehydic;rose;powdery;fresh
56639;lautrec;DSH Perfumes;unknown;women;4,2;10;0;Artemisia, Passionfruit, Wormwood and Bergamot;Cognac, Ylang-Ylang, Orange Blossom, Moroccan Rose, Mimosa, Orris Root and Jasmine Sambac;Amber, Tolu Balsam, Labdanum, Siam Benzoin, Civet, Moss, Vanilla, Caramel, Australian Sandalwood and Indian Patchouli;Dawn Spencer Hurwitz;unknown;amber;sweet;woody;powdery;warm spicy
56640;lavande;DSH Perfumes;unknown;unisex;4,0;1;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;lavender;amber;aromatic;fresh spicy
56641;"le roi soleil (the perfumed court; natural)";DSH Perfumes;unknown;unisex;4,0;2;0;Rosemary, Orange, Bergamot, Amalfi Lemon and Lime;Oregano, Clove, Lavender, Carnation, Jasmine and African Orange Flower;Birch, Ambrette (Musk Mallow), Oakmoss, Amber, Olibanum and Leather;Dawn Spencer Hurwitz;unknown;aromatic;fresh spicy;citrus;leather;woody
56642;le sazerac;DSH Perfumes;unknown;unisex;4,09;11;2021;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;warm spicy;amber;anis;powdery
56643;le serval;DSH Perfumes;unknown;unisex;4,14;28;2020;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;animalic;musky;honey;amber;floral
56644;le smoking;DSH Perfumes;unknown;women;4,32;25;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;mossy;earthy;woody;unknown
56645;les petites;DSH Perfumes;unknown;women;4,0;4;0;Lime (Linden) Blossom, African Orange Flower and Rose;Chamomile, Neroli and Mandarin Orange;Sandalwood;Dawn Spencer Hurwitz;unknown;citrus;white floral;sweet;floral;yellow floral
56646;lift off;DSH Perfumes;unknown;unisex;3,33;3;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;citrus;fresh spicy;herbal;aromatic
56647;ligne trapéze;DSH Perfumes;unknown;women;4,2;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;aldehydic;fresh;musky;unknown
56648;lili;DSH Perfumes;unknown;women;3,73;11;0;Lime, Amalfi Lemon and Mimosa;Lime (Linden) Blossom and Lily-of-the-Valley;Sandalwood;Dawn Spencer Hurwitz;unknown;citrus;white floral;yellow floral;green;sweet
56649;little smile;DSH Perfumes;unknown;women;3,67;9;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;vanilla;powdery;citrus;almond;unknown
56650;luckyclover;DSH Perfumes;unknown;unisex;3,6;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;green;honey;sweet;fresh
56651;lumiere (holiday no.7);DSH Perfumes;unknown;unisex;4,07;15;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;coffee;sweet;vanilla;unknown
56652;"ma folie de noel (my christmas folly; holiday no.6)";DSH Perfumes;unknown;unisex;4,5;6;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;smoky;anis;soft spicy;balsamic
56653;ma plus belle histoire d’amour;DSH Perfumes;unknown;women;3,8;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;unknown;unknown;unknown;unknown
56654;madonna lily;DSH Perfumes;unknown;women;4,67;6;2008;Lily-of-the-Valley, Bergamot and Spices;Lily, Ylang-Ylang and Narcissus;Galbanum, Vanille and Violet Leaf;Dawn Spencer Hurwitz;unknown;white floral;green;yellow floral;fresh;sweet
56655;mahjoun;DSH Perfumes;unknown;women;3,84;49;0;Almond, Lavender, Cardamom, Amalfi Lemon and Orange;White Honey, Dates, Hazelnut, Fig, Nutmeg, Rose and African Orange Flower;Cinnamon, Amber, Sandalwood, Myrhh, Clove, Olibanum and Virginia Cedar;Dawn Spencer Hurwitz;unknown;sweet;warm spicy;fruity;honey;nutty
56656;manroot;DSH Perfumes;unknown;men;3,5;2;2020;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;powdery;iris;earthy;woody;warm spicy
56657;marzipan (holiday no.5);DSH Perfumes;unknown;unisex;3,76;17;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;almond;nutty;sweet;fruity;unknown
56658;mata hari;DSH Perfumes;unknown;women;4,41;44;2010;Fruity Notes, Orange, Neroli, Blood Orange, Coriander, Bergamot, Mandarin Orange, Tarragon and African Orange Flower;Clove, Cinnamon, White Honey, Champaca, Jasmine, Tuberose, Orris Root, Lilac, Osmanthus, Nutmeg, Tagetes, Angelica, Rose, Black Currant and Orchid;Myrhh, Leather, Musk, oak moss, Benzoin, Tobacco, French labdanum, Peru Balsam, Patchouli, Sandalwood, Cassis, Virginia Cedar, Ambrette (Musk Mallow), Vanille, Cumin, Tonka Bean and Vetiver;Dawn Spencer Hurwitz;unknown;floral;amber;warm spicy;sweet;woody
56659;matsu;DSH Perfumes;unknown;unisex;4,14;14;2013;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;citrus;fresh spicy;aromatic;musky
56660;memory & desire no.1;DSH Perfumes;unknown;women;4,43;7;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;mossy;earthy;woody;aromatic
56661;menthe moderne;DSH Perfumes;unknown;women;3,33;12;0;Mint, Lime, Petitgrain and Bergamot;Fir, Violet, Green Tea and Petitgrain;Virginia Cedar;Dawn Spencer Hurwitz;unknown;green;aromatic;woody;fresh spicy;citrus
56662;metropolis;DSH Perfumes;unknown;men;3,78;9;2014;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;aldehydic;woody;fresh spicy;aromatic;mossy
56663;michelangelo;DSH Perfumes;unknown;men;4,09;11;0;Oregano, Pine, Clary Sage, Lemon, Bay Leaf and Bergamot;Peru Balsam, Spices, French labdanum, Rose, Palmarosa and Olibanum;oak moss, Vetyver, Virginia Cedar, Ambergris, Tobacco, Incense and Myrhh;Dawn Spencer Hurwitz;unknown;aromatic;woody;fresh spicy;mossy;earthy
56664;mille-fleurs bouquet;DSH Perfumes;unknown;women;0;0;0;Amalfi Lemon, Orange, Cassis and Lavender;Jasmine, African Orange Flower, Geranium, Orris Root, Rose, Violet and Violet Leaf;Vetyver, Amber and Vanille;Dawn Spencer Hurwitz;unknown;aromatic;citrus;white floral;powdery;fresh spicy
56665;mimosa;DSH Perfumes;unknown;women;3,78;9;0;Black locust, Lime (Linden) Blossom, Dyer’s Greenweed and Cassis;Mimosa;Orris Root, Sandalwood, Vanille and Tonka Bean;Dawn Spencer Hurwitz;unknown;yellow floral;sweet;powdery;white floral;honey
56666;minuit;DSH Perfumes;unknown;women;4,69;16;0;Cassis, Fir, Pimento, Hazelnut and Bergamot;Carnation, Cloves, Cinnamon, Rose, Tuberose, Jasmine and Mimosa;oak moss, Labdanum, Olibanum, Agarwood (Oud), Patchouli, Sandalwood and Vanilla Absolute;Dawn Spencer Hurwitz;unknown;warm spicy;woody;aromatic;floral;amber
56667;mirabella;DSH Perfumes;unknown;women;4,36;22;0;Fruity Notes, Spicy Notes, Plum and Bergamot;Tuberose, Broom, Jasmine, Jasmine Sambac, Osmanthus, Orange Blossom, Ylang-Ylang, Rose, Damask Rose and Orris Root;Beeswax, Oakmoss, Castoreum, Civet, Labdanum, Siam Benzoin, Australian Sandalwood, Leather, Indian Patchouli and Vanilla;Dawn Spencer Hurwitz;unknown;fruity;white floral;sweet;animalic;woody
56668;mother of the bride;DSH Perfumes;unknown;women;3,0;5;0;Spices;Lily, Camelia, Carnation and Rose;Amber;Dawn Spencer Hurwitz;unknown;floral;warm spicy;white floral;soft spicy;powdery
56669;mountain sage;DSH Perfumes;unknown;unisex;3,5;2;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;aromatic;herbal;soft spicy;musky;unknown
56670;muguet cologne;DSH Perfumes;unknown;men;2,0;1;2011;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;aromatic;citrus;fresh spicy;white floral
56671;muresque;DSH Perfumes;unknown;unisex;4,67;3;2022;Blackberry Blossom, Blackberry, Aldehydes, Bergamot and Blackberry leaf;Ambrette (Musk Mallow), Balsam Fir, Bulgarian Rose, Damask Rose, Cassis, Jasmine, Violet and Pinot Noir grapes;Labdanum, Atlas Cedar, Australian Sandalwood, Indian Patchouli, Oakmoss, Orris and Musk;Dawn Spencer Hurwitz;unknown;fruity;woody;floral;musky;aromatic
56672;musc al medina;DSH Perfumes;unknown;unisex;4,53;17;2016;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;aromatic;warm spicy;fresh spicy;herbal
56673;mysore sandalwood;DSH Perfumes;unknown;unisex;4,33;9;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;powdery;warm spicy;unknown;unknown
56674;new hope... is where we dream;DSH Perfumes;unknown;unisex;4,33;3;2021;unknown;unknown;unknown;unknown;unknown;floral;honey;green;woody;white floral
56675;noel enchante (holiday no. 15);DSH Perfumes;unknown;unisex;4,21;14;2015;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;white floral;amber;tuberose;warm spicy;green
56676;nourouz;DSH Perfumes;unknown;unisex;3,8;20;0;Tamarind, Paprika and Pomegranate;Iris, Osmanthus and Rose;Tobacco, Opoponax and Vanille;Dawn Spencer Hurwitz;unknown;warm spicy;sweet;tobacco;woody;fruity
56677;nouveau gardenia;DSH Perfumes;unknown;women;4,0;10;0;Bergamot and Mimosa;Gardenia;Musk and Sandalwood;Dawn Spencer Hurwitz;unknown;white floral;powdery;citrus;woody;yellow floral
56678;onycha;DSH Perfumes;unknown;unisex;4,32;22;2016;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;smoky;animalic;marine;balsamic
56679;open space no. 1;DSH Perfumes;unknown;unisex;4,5;4;2022;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;woody;aromatic;amber;green;citrus
56680;oude arabique;DSH Perfumes;unknown;unisex;4,8;10;0;Tolu Balsam, Mastic or Lentisque and Resin;Agarwood (Oud), Incense and Sandalwood;Tolu Balsam, Woodsy Notes and Virginia Cedar;Dawn Spencer Hurwitz;unknown;amber;balsamic;warm spicy;woody;oud
56681;padme lotus;DSH Perfumes;unknown;women;4,44;9;0;Neroli, Blood Orange, Osmanthus and Tuberose;Pink Lotus, Tagetes, White Lotus and Rose;Violet Leaf, Vetyver and Sandalwood;Dawn Spencer Hurwitz;unknown;floral;woody;aromatic;ozonic;aquatic
56682;pamplemousse;DSH Perfumes;unknown;unisex;3,85;40;0;Grapefruit, Bergamot and Mandarin Orange;Pomelo, Amalfi Lemon and Neroli;Tea and Sandalwood;Dawn Spencer Hurwitz;unknown;citrus;fresh spicy;aromatic;unknown;unknown
56683;pandora;DSH Perfumes;unknown;women;4,32;25;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;mossy;floral;earthy;leather;soft spicy
56684;paradise lost (clarimonde perfume project);DSH Perfumes;unknown;unisex;5,0;3;2011;Violet, Immortelle, Chamomile and Champaca;Floral Notes, Lotus, Surf Wax and Orris;Amber, Myrrh, Sweet Notes and Animal notes;Dawn Spencer Hurwitz;unknown;floral;sweet;herbal;amber;powdery
56685;parfum de grasse;DSH Perfumes;unknown;women;4,09;22;0;Bergamot, Neroli and Mimosa;Jasmine, Carnation, Rose, Beeswax and Iris;oak moss, Vetyver and Sandalwood;Dawn Spencer Hurwitz;unknown;woody;floral;citrus;earthy;aromatic
56686;parfum de luxe;DSH Perfumes;unknown;women;4,23;26;0;Violet, Bergamot, Clary Sage and Petitgrain;White Honey, Rose, Iris, Tuberose, Ylang-Ylang and Geranium;Amber, French labdanum, oak moss, Tobacco, Benzoin, Patchouli, Sandalwood and Vanille;Dawn Spencer Hurwitz;unknown;amber;woody;powdery;sweet;earthy
56687;parma violet;DSH Perfumes;unknown;unisex;4,0;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;powdery;ozonic;violet;aquatic;green
56688;peony;DSH Perfumes;unknown;women;4,75;4;2014;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;fresh;floral;rose;unknown
56689;pink gardenia;DSH Perfumes;unknown;women;3,8;5;0;Bergamot;Gardenia and Tuberose;Musk and Amber;Dawn Spencer Hurwitz;unknown;white floral;tuberose;musky;animalic;citrus
56690;pomander;DSH Perfumes;unknown;unisex;4,25;4;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;citrus;warm spicy;sweet;woody;unknown
56691;pompeii;DSH Perfumes;unknown;unisex;4,33;3;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;white floral;citrus;fresh;floral;fresh spicy
56692;poppy;DSH Perfumes;unknown;unisex;4,0;3;2017;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;warm spicy;amber;floral;sweet;powdery
56693;powder;DSH Perfumes;unknown;women;4,0;3;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;unknown;unknown;unknown;unknown;unknown
56694;prana;DSH Perfumes;unknown;women;4,06;17;0;Coriander, Amalfi Lemon, Nutmeg and Cardamom;Champaca, Jasmine, Rose and Tuberose;Myrhh, Olibanum, Sandalwood, Virginia Cedar, Patchouli and Agarwood (Oud);Dawn Spencer Hurwitz;unknown;aromatic;woody;amber;warm spicy;fresh spicy
56695;pretty & pink;DSH Perfumes;unknown;women;4,2;5;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;floral;fruity;sweet;unknown;unknown
56696;prophecy;DSH Perfumes;unknown;unisex;4,33;9;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;smoky;balsamic;warm spicy;unknown
56697;rain;DSH Perfumes;unknown;women;4,0;1;2018;Bergamot;Carnation, Neroli, Gardenia, Honeysuckle, Hyacinth, Lily-of-the-Valley and Iris;Musk and Orris Root;unknown;unknown;white floral;floral;iris;powdery;citrus
56698;raisin d'etre;DSH Perfumes;unknown;unisex;4,0;3;2021;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;amber;vanilla;woody;sweet;warm spicy
56699;re-assess;DSH Perfumes;unknown;unisex;3,71;7;2021;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;woody;aromatic;floral;fresh spicy
56700;refresh;DSH Perfumes;unknown;unisex;4,5;2;0;unknown;unknown;unknown;Dawn Spencer Hurwitz;unknown;green;aromatic;fresh spicy;unknown;unknown
